aphia_id,species,sex,spatial_scale,ices_stock,ices_area,time_period,sample_size,l25_cm,l25_se_cm,l25_ci_lower_cm,l25_ci_upper_cm,l50_cm,l50_se_cm,l50_ci_lower_cm,l50_ci_upper_cm,l75_cm,l75_se_cm,l75_ci_lower_cm,l75_ci_upper_cm,model_auc,model_tjur_r2
127023,Scomber scombrus,F,Area,NA,4.a,2000-2004,215,21.33,0.85,19.77,22.91,23.5,0.62,22.39,24.63,25.67,0.56,24.6,26.66,0.95,0.54
127023,Scomber scombrus,M,Area,NA,4.a,2000-2004,232,20.6,1.01,18.22,22.16,23.17,0.7,21.7,24.28,25.75,0.59,24.52,26.71,0.91,0.39
126441,Pollachius virens,M,Area,NA,4.a,2000-2004,1075,39.85,0.49,39.07,41.03,44.4,0.33,43.92,45.26,48.95,0.41,48.23,49.8,0.9,0.44
126441,Pollachius virens,F,Area,NA,4.a,2000-2004,937,40.94,0.57,39.84,41.97,45.89,0.38,45.31,46.58,50.83,0.45,49.85,51.55,0.89,0.44
127023,Scomber scombrus,M,Area,NA,4.b,2000-2004,535,23.72,0.44,22.81,24.49,25.84,0.3,25.22,26.33,27.95,0.25,27.5,28.4,0.87,0.38
127023,Scomber scombrus,F,Area,NA,4.b,2000-2004,561,24.45,0.3,23.83,24.99,25.92,0.23,25.46,26.35,27.38,0.22,26.97,27.79,0.93,0.51
127023,Scomber scombrus,M,Area,NA,4.c,2000-2004,77,28.36,0.59,26.98,29.29,30.14,0.54,29.14,31.06,31.92,0.87,30.45,33.73,0.89,0.46
127023,Scomber scombrus,F,Area,NA,4.c,2000-2004,90,22.88,1.92,18.12,25.33,25.78,1.07,22.8,27.05,28.68,0.79,26.93,29.81,0.81,0.24
126425,Sprattus sprattus,F,Area,NA,3.a.20,2000-2004,143,10.99,0.2,10.7,11.42,11.43,0.15,11.15,11.75,11.88,0.17,11.5,12.15,0.98,0.78
126425,Sprattus sprattus,M,Area,NA,3.a.20,2000-2004,121,10.21,0.17,9.97,10.58,10.81,0.14,10.57,11.1,11.42,0.18,11.06,11.74,0.94,0.61
126425,Sprattus sprattus,M,Area,NA,3.a.21,2000-2004,175,10.53,0.24,9.98,10.89,11.47,0.19,11.03,11.78,12.4,0.22,11.93,12.79,0.91,0.53
126425,Sprattus sprattus,F,Area,NA,3.a.21,2000-2004,199,11.04,0.17,10.75,11.34,11.67,0.18,11.29,11.96,12.29,0.24,11.79,12.67,0.97,0.79
126441,Pollachius virens,F,Area,NA,3.a.20,2000-2004,107,43.16,0.64,42.14,44.54,45.15,0.51,44.32,46.21,47.14,0.56,46.19,48.22,0.92,0.56
126441,Pollachius virens,M,Area,NA,3.a.20,2000-2004,90,41.79,1.05,39.67,43.54,45.1,0.84,43.56,46.9,48.41,1.15,46.65,50.6,0.88,0.43
126438,Merlangius merlangus,M,Area,NA,4.a,2005-2009,4001,16.58,0.18,16.32,16.95,19.36,0.14,19.14,19.67,22.13,0.15,21.88,22.44,0.94,0.59
126438,Merlangius merlangus,F,Area,NA,4.a,2005-2009,4102,19.69,0.17,19.41,20.05,21.84,0.13,21.63,22.16,23.98,0.15,23.75,24.3,0.97,0.73
126438,Merlangius merlangus,F,Area,NA,4.b,2005-2009,5402,16.64,0.16,16.35,16.98,19.99,0.13,19.79,20.3,23.34,0.14,23.12,23.65,0.9,0.47
126438,Merlangius merlangus,M,Area,NA,4.b,2005-2009,5468,13.56,0.2,13.13,13.88,18.17,0.13,17.95,18.46,22.79,0.17,22.46,23.11,0.82,0.31
126444,Trisopterus esmarkii,M,Area,NA,4.a,2005-2009,1518,8.16,0.31,7.48,8.61,11.34,0.2,10.92,11.69,14.52,0.23,14.16,15.08,0.74,0.16
126444,Trisopterus esmarkii,F,Area,NA,4.a,2005-2009,1887,11.32,0.16,11.01,11.59,13.24,0.12,12.98,13.47,15.15,0.12,14.89,15.37,0.88,0.41
126444,Trisopterus esmarkii,M,Area,NA,4.b,2005-2009,620,6.42,0.76,4.68,7.71,9.69,0.43,8.76,10.42,12.96,0.34,12.38,13.67,0.72,0.15
126444,Trisopterus esmarkii,F,Area,NA,4.b,2005-2009,725,9.77,0.36,9.03,10.39,12.23,0.21,11.84,12.67,14.7,0.25,14.27,15.17,0.81,0.26
126444,Trisopterus esmarkii,F,Area,NA,3.a.20,2005-2009,565,16.57,0.43,15.56,17.33,21.53,0.71,20.38,23.01,26.48,1.24,24.47,28.93,0.71,0.09
126444,Trisopterus esmarkii,M,Area,NA,3.a.20,2005-2009,191,14.52,0.41,13.71,15.18,17.1,0.5,16.27,18.13,19.69,0.92,18.09,21.41,0.78,0.18
126437,Melanogrammus aeglefinus,F,Area,NA,4.a,2005-2009,4223,22.14,0.16,21.88,22.45,24.58,0.13,24.34,24.82,27.02,0.15,26.71,27.29,0.96,0.69
126437,Melanogrammus aeglefinus,M,Area,NA,4.a,2005-2009,3889,18.63,0.16,18.33,18.98,21.1,0.12,20.91,21.36,23.58,0.15,23.36,23.9,0.96,0.65
126437,Melanogrammus aeglefinus,M,Area,NA,4.b,2005-2009,2886,18.43,0.21,17.95,18.8,20.86,0.14,20.63,21.15,23.29,0.18,22.92,23.64,0.94,0.58
126437,Melanogrammus aeglefinus,F,Area,NA,4.b,2005-2009,2585,21.25,0.19,20.84,21.56,23.26,0.15,22.94,23.53,25.27,0.2,24.88,25.57,0.97,0.73
126437,Melanogrammus aeglefinus,F,Area,NA,3.a.20,2005-2009,446,31.45,0.57,30.47,32.49,36.09,0.64,34.85,37.34,40.73,0.87,38.99,42.24,0.9,0.44
126437,Melanogrammus aeglefinus,M,Area,NA,3.a.20,2005-2009,412,24.16,0.56,23.19,25.33,28.73,0.68,27.51,30.3,33.29,0.98,31.55,35.3,0.9,0.5
126437,Melanogrammus aeglefinus,F,Area,NA,3.a.21,2005-2009,253,25.44,0.55,24.62,26.56,27.59,0.72,26.32,28.8,29.74,0.97,27.71,31.15,0.99,0.83
126437,Melanogrammus aeglefinus,M,Area,NA,3.a.21,2005-2009,224,18.36,0.97,16.19,20.11,22.58,0.73,21.37,24.2,26.79,1.04,25.13,29.15,0.85,0.39
127136,Glyptocephalus cynoglossus,F,Area,NA,3.a.20,2005-2009,52,28.69,1.84,24.87,31.52,33.87,1.83,30.49,37.15,39.05,2.51,33.8,43.4,0.85,0.35
127136,Glyptocephalus cynoglossus,M,Area,NA,3.a.20,2005-2009,58,21.62,3.33,14.83,25.56,28,1.94,25.08,31.19,34.37,3.93,30.46,41.56,0.71,0.18
126425,Sprattus sprattus,F,Area,NA,3.a.21,2005-2009,868,9.34,0.1,9.18,9.56,10.46,0.09,10.31,10.65,11.57,0.13,11.35,11.83,0.92,0.55
126425,Sprattus sprattus,F,Area,NA,3.a.20,2005-2009,464,9.49,0.15,9.2,9.72,10.67,0.13,10.4,10.9,11.84,0.18,11.5,12.16,0.9,0.49
126425,Sprattus sprattus,M,Area,NA,3.a.20,2005-2009,356,8.52,0.15,8.2,8.81,9.37,0.13,9.11,9.57,10.22,0.14,9.98,10.48,0.91,0.52
126425,Sprattus sprattus,M,Area,NA,3.a.21,2005-2009,621,8.54,0.14,8.28,8.79,9.41,0.09,9.23,9.61,10.28,0.12,10.06,10.57,0.91,0.5
126425,Sprattus sprattus,M,Area,NA,4.b,2005-2009,1339,6.08,0.25,5.45,6.48,7.46,0.18,7.06,7.74,8.84,0.12,8.53,9.04,0.83,0.18
126425,Sprattus sprattus,F,Area,NA,4.b,2005-2009,1642,6.83,0.2,6.44,7.17,8.02,0.14,7.73,8.25,9.21,0.1,9.02,9.39,0.86,0.24
126425,Sprattus sprattus,F,Area,NA,4.c,2005-2009,368,5.59,0.71,3.83,6.49,7.14,0.44,6.06,7.68,8.69,0.25,8.2,9.12,0.78,0.19
126425,Sprattus sprattus,M,Area,NA,3.c.22,2005-2009,82,8.73,0.42,7.83,9.37,9.71,0.27,9.14,10.24,10.69,0.32,10.06,11.25,0.88,0.45
126425,Sprattus sprattus,F,Area,NA,3.c.22,2005-2009,94,9.37,0.45,8.44,10.14,10.74,0.33,10.11,11.38,12.12,0.41,11.39,12.86,0.84,0.37
126417,Clupea harengus,F,Area,NA,4.a,2005-2009,4461,21.67,0.11,21.49,21.88,22.71,0.07,22.56,22.85,23.74,0.07,23.6,23.87,0.97,0.67
126417,Clupea harengus,M,Area,NA,4.a,2005-2009,4290,21.71,0.11,21.51,21.93,22.75,0.08,22.61,22.91,23.79,0.08,23.64,23.93,0.96,0.66
126417,Clupea harengus,F,Area,NA,3.a.20,2005-2009,2240,23.12,0.15,22.87,23.43,24.85,0.14,24.59,25.14,26.58,0.17,26.26,26.98,0.94,0.55
126417,Clupea harengus,M,Area,NA,3.a.20,2005-2009,1795,22.74,0.13,22.52,23.02,24.43,0.13,24.18,24.7,26.12,0.17,25.81,26.42,0.93,0.53
126417,Clupea harengus,M,Area,NA,4.b,2005-2009,3806,19.95,0.12,19.73,20.19,21.81,0.07,21.67,21.94,23.68,0.08,23.53,23.82,0.94,0.62
126417,Clupea harengus,F,Area,NA,4.b,2005-2009,4054,19.77,0.12,19.5,19.98,21.65,0.09,21.47,21.79,23.52,0.09,23.36,23.73,0.94,0.62
126417,Clupea harengus,M,Area,NA,4.c,2005-2009,451,20.3,0.3,19.76,20.85,22.12,0.27,21.61,22.71,23.93,0.34,23.15,24.58,0.94,0.61
126417,Clupea harengus,F,Area,NA,4.c,2005-2009,450,20.33,0.32,19.69,20.96,22.02,0.28,21.46,22.59,23.71,0.35,23,24.41,0.96,0.66
126417,Clupea harengus,M,Area,NA,3.c.22,2005-2009,132,20.09,0.53,19.15,21.49,21.81,0.67,20.78,23.47,23.54,0.92,21.97,25.7,0.9,0.37
126417,Clupea harengus,F,Area,NA,3.c.22,2005-2009,164,19.91,0.4,19.21,20.71,21.02,0.44,20.25,22.04,22.13,0.54,21.24,23.39,0.95,0.53
127023,Scomber scombrus,M,Area,NA,4.a,2005-2009,1379,25.13,0.18,24.84,25.52,26.69,0.12,26.5,26.93,28.24,0.12,28.01,28.46,0.94,0.6
127023,Scomber scombrus,F,Area,NA,4.a,2005-2009,1396,24.45,0.17,24.09,24.76,25.88,0.13,25.61,26.11,27.31,0.14,26.98,27.53,0.96,0.66
126441,Pollachius virens,F,Area,NA,4.a,2005-2009,1007,38.1,0.71,36.69,39.37,43.78,0.48,42.81,44.59,49.45,0.48,48.63,50.39,0.85,0.32
126441,Pollachius virens,M,Area,NA,4.a,2005-2009,1266,39.39,0.59,38.26,40.46,44.04,0.4,43.27,44.68,48.7,0.36,47.93,49.35,0.89,0.39
126441,Pollachius virens,M,Area,NA,3.a.20,2005-2009,98,43.96,1.96,40.42,47.47,49.58,1.35,47.2,52.85,55.2,1.8,52.61,58.6,0.91,0.49
126441,Pollachius virens,F,Area,NA,3.a.20,2005-2009,77,46.68,1.53,43.13,49.28,50.01,1.05,47.33,51.58,53.34,1,51.41,55.14,0.91,0.54
127023,Scomber scombrus,M,Area,NA,4.b,2005-2009,1191,24.41,0.29,23.73,24.85,27.02,0.17,26.65,27.3,29.63,0.2,29.26,29.93,0.82,0.31
127023,Scomber scombrus,F,Area,NA,4.b,2005-2009,1305,23.72,0.25,23.28,24.18,25.93,0.17,25.59,26.25,28.13,0.18,27.83,28.5,0.85,0.34
126438,Merlangius merlangus,F,Area,NA,4.b,2010-2014,4808,16.98,0.15,16.63,17.19,19.04,0.11,18.77,19.24,21.11,0.12,20.85,21.3,0.97,0.67
126438,Merlangius merlangus,M,Area,NA,4.b,2010-2014,4078,13.82,0.17,13.56,14.19,16.09,0.11,15.91,16.3,18.36,0.11,18.12,18.57,0.92,0.49
126438,Merlangius merlangus,M,Area,NA,4.a,2010-2014,3513,16.2,0.19,15.79,16.52,18.23,0.14,17.97,18.49,20.26,0.15,19.92,20.49,0.97,0.67
126438,Merlangius merlangus,F,Area,NA,4.a,2010-2014,3909,19.93,0.19,19.6,20.28,21.72,0.13,21.48,21.96,23.5,0.17,23.19,23.78,0.99,0.81
126444,Trisopterus esmarkii,F,Area,NA,4.b,2010-2014,734,9.23,0.4,8.6,9.95,11.7,0.23,11.23,12.13,14.18,0.22,13.67,14.48,0.82,0.25
126444,Trisopterus esmarkii,F,Area,NA,4.a,2010-2014,2141,10.19,0.26,9.69,10.68,12.91,0.16,12.63,13.22,15.62,0.14,15.3,15.86,0.8,0.26
126444,Trisopterus esmarkii,M,Area,NA,4.a,2010-2014,1620,4.43,0.94,2.81,6.06,9.87,0.44,9.16,10.62,15.3,0.38,14.68,16.15,0.65,0.06
126444,Trisopterus esmarkii,M,Area,NA,3.a.20,2010-2014,169,13.03,0.82,11.04,14.27,16.78,0.72,15.7,18.27,20.53,1.7,18.35,24.99,0.68,0.08
126444,Trisopterus esmarkii,F,Area,NA,3.a.20,2010-2014,441,15.24,0.39,14.52,16.03,19.03,0.58,18.1,20.16,22.82,0.98,21.33,24.98,0.73,0.13
126436,Gadus morhua,M,Area,NA,4.a,2010-2014,1757,39.57,0.66,38.26,40.84,49.43,0.59,48.22,50.63,59.29,0.81,57.86,60.87,0.86,0.38
126436,Gadus morhua,F,Area,NA,4.a,2010-2014,1766,45.38,0.7,44.09,46.66,55,0.59,53.93,56.11,64.62,0.7,63.37,65.9,0.88,0.45
126437,Melanogrammus aeglefinus,F,Area,NA,4.a,2010-2014,4791,25.03,0.16,24.7,25.3,27.67,0.13,27.39,27.87,30.32,0.15,29.96,30.57,0.96,0.66
126437,Melanogrammus aeglefinus,F,Area,NA,4.b,2010-2014,2543,23.37,0.23,22.94,23.84,25.62,0.18,25.27,25.95,27.87,0.19,27.45,28.21,0.97,0.72
126437,Melanogrammus aeglefinus,M,Area,NA,4.b,2010-2014,2634,19.4,0.24,18.91,19.83,21.92,0.17,21.56,22.22,24.45,0.18,24.05,24.82,0.95,0.6
126437,Melanogrammus aeglefinus,M,Area,NA,4.a,2010-2014,4323,19.84,0.19,19.43,20.18,22.58,0.15,22.29,22.87,25.31,0.17,25.04,25.68,0.95,0.62
127136,Glyptocephalus cynoglossus,M,Area,NA,3.a.20,2010-2014,480,23.73,0.66,22.46,24.92,28.47,0.45,27.6,29.3,33.21,0.69,32.13,34.63,0.78,0.24
126425,Sprattus sprattus,F,Area,NA,4.b,2010-2014,3067,7.11,0.15,6.85,7.39,8.12,0.09,7.96,8.28,9.13,0.07,9.01,9.26,0.9,0.37
126425,Sprattus sprattus,M,Area,NA,4.b,2010-2014,2261,6,0.25,5.51,6.4,7.39,0.17,7.07,7.69,8.78,0.11,8.57,9.01,0.83,0.22
126425,Sprattus sprattus,M,Area,NA,3.a.21,2010-2014,669,9.4,0.22,9,9.75,10.95,0.15,10.7,11.23,12.51,0.14,12.3,12.78,0.81,0.31
126425,Sprattus sprattus,F,Area,NA,3.a.21,2010-2014,881,11.74,0.17,11.44,12.05,13.76,0.14,13.45,14,15.78,0.24,15.28,16.13,0.77,0.22
126425,Sprattus sprattus,F,Area,NA,4.c,2010-2014,590,5.68,0.6,3.85,6.31,6.93,0.42,5.7,7.37,8.18,0.28,7.51,8.56,0.86,0.2
126425,Sprattus sprattus,M,Area,NA,3.a.20,2010-2014,318,9.85,0.16,9.59,10.17,10.94,0.16,10.64,11.24,12.04,0.24,11.57,12.47,0.87,0.38
126425,Sprattus sprattus,F,Area,NA,3.a.20,2010-2014,385,12.46,0.21,12.13,12.91,13.69,0.28,13.24,14.33,14.93,0.45,14.12,15.9,0.89,0.33
126425,Sprattus sprattus,M,Area,NA,4.a,2010-2014,318,7.51,0.25,7.04,7.98,8.1,0.16,7.81,8.41,8.69,0.13,8.46,8.98,0.94,0.38
126425,Sprattus sprattus,F,Area,NA,4.a,2010-2014,318,7.38,0.37,6.56,7.88,7.98,0.25,7.37,8.29,8.58,0.18,8.16,8.8,0.97,0.38
126425,Sprattus sprattus,F,Area,NA,3.c.22,2010-2014,121,13.99,0.49,13.15,14.86,16.03,1.02,14.98,18.57,18.08,1.74,16.45,22.73,0.68,0.08
127143,Pleuronectes platessa,F,Area,NA,4.a,2010-2014,548,12.09,1.83,8.11,14.81,18.74,1.07,16.39,20.32,25.4,0.66,24.08,26.75,0.73,0.24
126417,Clupea harengus,F,Area,NA,4.b,2010-2014,5030,19.8,0.1,19.62,20,21.64,0.08,21.46,21.78,23.49,0.09,23.31,23.66,0.93,0.58
126417,Clupea harengus,M,Area,NA,4.b,2010-2014,4712,20.56,0.09,20.39,20.74,22.19,0.07,22.05,22.32,23.82,0.08,23.68,23.95,0.94,0.63
126417,Clupea harengus,M,Area,NA,4.a,2010-2014,5547,21.68,0.08,21.51,21.84,22.87,0.06,22.74,22.95,24.05,0.06,23.93,24.14,0.96,0.67
126417,Clupea harengus,F,Area,NA,4.a,2010-2014,5352,21.33,0.1,21.12,21.53,22.66,0.07,22.54,22.81,24,0.07,23.89,24.14,0.96,0.63
126417,Clupea harengus,M,Area,NA,7.d,2010-2014,224,16.98,0.37,16.31,17.62,17.57,0.31,17.11,18.11,18.15,0.34,17.66,18.86,1,0.8
126417,Clupea harengus,F,Area,NA,7.d,2010-2014,262,15.56,0.86,14.01,16.89,16.96,0.65,15.78,17.82,18.35,0.52,17.33,19.08,0.99,0.66
126417,Clupea harengus,F,Area,NA,3.a.20,2010-2014,2665,23.91,0.1,23.74,24.07,25.21,0.09,25.05,25.42,26.51,0.11,26.32,26.76,0.96,0.64
126417,Clupea harengus,M,Area,NA,3.a.20,2010-2014,1676,23.6,0.12,23.38,23.82,25.08,0.11,24.86,25.28,26.55,0.14,26.25,26.8,0.94,0.57
126417,Clupea harengus,F,Area,NA,4.c,2010-2014,463,18.47,0.36,17.82,19.17,20.09,0.29,19.49,20.62,21.72,0.29,21.07,22.22,0.97,0.74
126417,Clupea harengus,M,Area,NA,4.c,2010-2014,417,17.65,0.37,17.01,18.39,19.77,0.31,19.27,20.34,21.89,0.33,21.27,22.58,0.95,0.64
150637,Eutrigla gurnardus,M,Area,NA,4.b,2010-2014,403,13.78,1.01,11.42,15.31,15.99,0.62,14.55,16.89,18.21,0.41,17.4,18.84,0.88,0.35
150637,Eutrigla gurnardus,F,Area,NA,4.b,2010-2014,502,15.8,1.03,13.32,17.21,17.35,0.64,15.72,18.15,18.89,0.36,17.97,19.47,0.95,0.36
127023,Scomber scombrus,M,Area,NA,4.a,2010-2014,1369,24.09,0.19,23.73,24.43,26.35,0.16,26.05,26.66,28.61,0.2,28.16,29,0.91,0.52
127023,Scomber scombrus,F,Area,NA,4.a,2010-2014,1340,23.55,0.21,23.16,23.95,25.6,0.18,25.27,25.94,27.65,0.21,27.22,28.07,0.93,0.59
127023,Scomber scombrus,M,Area,NA,4.b,2010-2014,911,23.17,0.33,22.65,23.85,25.33,0.25,24.98,25.85,27.5,0.22,27.15,27.97,0.91,0.47
127023,Scomber scombrus,F,Area,NA,4.b,2010-2014,908,21.46,0.37,20.64,22.15,23.99,0.26,23.47,24.42,26.51,0.25,26.07,26.92,0.86,0.35
126441,Pollachius virens,M,Area,NA,4.a,2010-2014,1684,44.72,0.52,43.86,45.81,52.14,0.44,51.35,53.01,59.55,0.58,58.58,60.69,0.88,0.45
126441,Pollachius virens,F,Area,NA,4.a,2010-2014,1523,46.8,0.52,45.76,47.76,53.23,0.45,52.49,54.08,59.65,0.63,58.7,60.85,0.91,0.53
126441,Pollachius virens,M,Area,NA,3.a.20,2010-2014,162,52,1.61,49.5,56.03,57.98,1.75,55.27,61.03,63.97,2.73,58.28,68.48,0.92,0.5
126441,Pollachius virens,F,Area,NA,3.a.20,2010-2014,85,50.87,1.33,49.02,54.04,54.27,1.64,52.01,58.21,57.67,2.34,53.95,62.83,0.94,0.61
126484,Merluccius merluccius,M,Area,NA,3.a.20,2010-2014,160,32.17,1.14,30.11,34.81,37.22,1.32,35.32,39.98,42.26,2.03,38.92,46.52,0.88,0.41
126438,Merlangius merlangus,F,Area,NA,4.b,2015-2019,4469,16.46,0.15,16.21,16.72,18.67,0.11,18.46,18.86,20.89,0.12,20.61,21.1,0.95,0.63
126438,Merlangius merlangus,F,Area,NA,4.a,2015-2019,4848,20.35,0.21,19.99,20.74,22.8,0.15,22.56,23.06,25.24,0.16,24.96,25.54,0.97,0.71
126438,Merlangius merlangus,M,Area,NA,4.a,2015-2019,3797,18.31,0.2,17.82,18.59,20.8,0.13,20.53,20.99,23.29,0.16,22.98,23.54,0.95,0.61
126438,Merlangius merlangus,M,Area,NA,4.b,2015-2019,3830,13.43,0.21,13.03,13.7,16.22,0.13,15.97,16.43,19,0.12,18.77,19.24,0.89,0.41
126438,Merlangius merlangus,F,Area,NA,4.c,2015-2019,1393,14.15,0.53,13.04,14.97,17.07,0.31,16.46,17.62,19.99,0.26,19.54,20.47,0.92,0.46
126444,Trisopterus esmarkii,M,Area,NA,4.b,2015-2019,488,8.92,0.33,8.28,9.43,10.83,0.22,10.39,11.2,12.73,0.23,12.29,13.2,0.79,0.24
126444,Trisopterus esmarkii,F,Area,NA,4.b,2015-2019,658,10.9,0.16,10.6,11.17,12.18,0.12,11.98,12.4,13.47,0.18,13.14,13.83,0.9,0.45
126444,Trisopterus esmarkii,F,Area,NA,4.a,2015-2019,2393,11.52,0.08,11.35,11.68,12.51,0.07,12.4,12.63,13.5,0.09,13.36,13.67,0.96,0.7
126444,Trisopterus esmarkii,M,Area,NA,4.a,2015-2019,1577,9.58,0.14,9.32,9.85,11.07,0.09,10.88,11.26,12.55,0.12,12.34,12.78,0.87,0.4
126444,Trisopterus esmarkii,M,Area,NA,3.a.20,2015-2019,299,11.84,0.67,10.37,13.05,16.15,0.77,15.27,18.07,20.46,1.63,18.76,24.48,0.7,0.1
126444,Trisopterus esmarkii,F,Area,NA,3.a.20,2015-2019,686,14.21,0.39,13.32,14.88,18.63,0.45,17.73,19.47,23.05,0.79,21.52,24.45,0.71,0.11
126437,Melanogrammus aeglefinus,M,Area,NA,4.a,2015-2019,5034,20.53,0.16,20.21,20.82,23.57,0.15,23.33,23.85,26.61,0.19,26.27,26.96,0.96,0.68
126437,Melanogrammus aeglefinus,F,Area,NA,4.a,2015-2019,5463,24.98,0.19,24.57,25.32,28.48,0.15,28.16,28.75,31.98,0.14,31.68,32.23,0.94,0.58
126437,Melanogrammus aeglefinus,F,Area,NA,4.b,2015-2019,1579,22.28,0.26,21.85,22.84,24.29,0.24,23.86,24.76,26.3,0.27,25.8,26.81,0.98,0.78
126437,Melanogrammus aeglefinus,M,Area,NA,4.b,2015-2019,1774,18.27,0.28,17.72,18.72,20.76,0.2,20.34,21.19,23.25,0.22,22.91,23.73,0.94,0.55
127136,Glyptocephalus cynoglossus,M,Area,NA,3.a.20,2015-2019,237,27.61,1.1,24.75,29.41,34.6,1.3,32.84,38,41.58,2.68,38.2,48.98,0.72,0.14
126425,Sprattus sprattus,M,Area,NA,4.b,2015-2019,2480,6.3,0.18,5.98,6.65,7.98,0.11,7.76,8.18,9.66,0.08,9.47,9.77,0.76,0.17
126425,Sprattus sprattus,F,Area,NA,4.b,2015-2019,3522,7.6,0.11,7.4,7.8,8.74,0.07,8.61,8.87,9.88,0.06,9.74,9.98,0.86,0.33
126425,Sprattus sprattus,F,Area,NA,4.c,2015-2019,753,6.36,0.52,4.97,7.1,7.71,0.33,6.76,8.17,9.06,0.18,8.62,9.39,0.82,0.2
126425,Sprattus sprattus,F,Area,NA,3.a.20,2015-2019,908,12.99,0.3,12.55,13.69,15.33,0.55,14.55,16.47,17.68,0.84,16.39,19.29,0.76,0.08
126425,Sprattus sprattus,M,Area,NA,3.a.20,2015-2019,744,9.9,0.11,9.68,10.11,11.12,0.1,10.94,11.34,12.34,0.16,12.13,12.78,0.85,0.33
126425,Sprattus sprattus,F,Area,NA,3.a.21,2015-2019,976,13.55,0.24,13.22,14.06,16.03,0.34,15.52,16.8,18.51,0.48,17.73,19.62,0.77,0.1
126425,Sprattus sprattus,M,Area,NA,3.a.21,2015-2019,783,9.83,0.12,9.61,10.05,11.16,0.11,10.96,11.35,12.49,0.17,12.13,12.79,0.85,0.35
126425,Sprattus sprattus,M,Area,NA,4.a,2015-2019,172,8.08,0.25,7.51,8.53,8.49,0.18,8.04,8.82,8.9,0.15,8.56,9.1,0.97,0.57
126425,Sprattus sprattus,F,Area,NA,4.a,2015-2019,205,8.89,0.14,8.59,9.14,9.3,0.1,9.1,9.48,9.72,0.12,9.47,9.94,0.97,0.69
126425,Sprattus sprattus,M,Area,NA,3.c.22,2015-2019,101,10.56,1.8,5.16,11.72,13.42,1.42,12.4,16.17,16.27,4.09,14.32,24.23,0.64,0.06
127143,Pleuronectes platessa,F,Area,NA,4.a,2015-2019,296,13.72,2.34,8.47,17.72,19.5,1.43,16.29,21.82,25.27,0.86,23.63,26.77,0.77,0.22
126417,Clupea harengus,F,Area,NA,4.c,2015-2019,617,18.23,0.27,17.78,18.8,19.96,0.2,19.65,20.47,21.69,0.22,21.34,22.14,0.94,0.61
126417,Clupea harengus,M,Area,NA,4.c,2015-2019,603,17.89,0.34,17.33,18.56,19.86,0.23,19.49,20.28,21.84,0.2,21.44,22.21,0.94,0.58
126417,Clupea harengus,M,Area,NA,4.b,2015-2019,4096,20.45,0.09,20.28,20.62,21.86,0.07,21.74,21.98,23.26,0.08,23.12,23.42,0.95,0.67
126417,Clupea harengus,F,Area,NA,4.b,2015-2019,4736,19.86,0.09,19.68,20.03,21.59,0.07,21.45,21.72,23.33,0.08,23.2,23.49,0.93,0.58
126417,Clupea harengus,F,Area,NA,4.a,2015-2019,5231,21.36,0.1,21.17,21.53,22.66,0.07,22.51,22.78,23.96,0.07,23.84,24.07,0.96,0.64
126417,Clupea harengus,M,Area,NA,4.a,2015-2019,5122,21.55,0.09,21.39,21.73,22.82,0.06,22.72,22.95,24.08,0.06,23.98,24.22,0.95,0.62
126417,Clupea harengus,F,Area,NA,3.a.21,2015-2019,2651,21.42,0.14,21.17,21.71,23.42,0.14,23.17,23.72,25.42,0.18,25.11,25.81,0.93,0.5
126417,Clupea harengus,M,Area,NA,3.a.21,2015-2019,1530,21.19,0.14,20.98,21.47,23.14,0.12,22.93,23.39,25.1,0.16,24.82,25.39,0.9,0.46
126417,Clupea harengus,M,Area,NA,3.a.20,2015-2019,2098,22.6,0.1,22.4,22.79,23.96,0.09,23.78,24.12,25.33,0.11,25.12,25.52,0.94,0.6
126417,Clupea harengus,F,Area,NA,3.a.20,2015-2019,3155,22.82,0.1,22.63,23.02,24.28,0.1,24.1,24.49,25.74,0.13,25.52,26,0.96,0.63
126417,Clupea harengus,M,Area,NA,3.c.22,2015-2019,89,19.59,0.56,18.78,20.96,21.76,0.68,20.68,23.6,23.93,1.11,22.4,26.45,0.8,0.22
126417,Clupea harengus,F,Area,NA,3.c.22,2015-2019,161,20.09,0.42,19.25,20.92,21.59,0.53,20.64,22.46,23.1,0.73,21.84,24.3,0.92,0.36
127023,Scomber scombrus,M,Area,NA,4.a,2015-2019,1938,26.56,0.17,26.25,26.85,28.37,0.13,28.13,28.6,30.18,0.16,29.9,30.49,0.96,0.69
127023,Scomber scombrus,F,Area,NA,4.a,2015-2019,1761,25.03,0.22,24.63,25.46,27.03,0.17,26.74,27.38,29.04,0.16,28.72,29.37,0.95,0.64
127023,Scomber scombrus,F,Area,NA,4.b,2015-2019,763,23.39,0.35,22.81,24.05,26.1,0.27,25.63,26.63,28.81,0.31,28.17,29.35,0.91,0.54
127023,Scomber scombrus,M,Area,NA,4.b,2015-2019,826,24.34,0.35,23.69,25.01,26.73,0.25,26.34,27.22,29.12,0.25,28.73,29.7,0.93,0.58
126441,Pollachius virens,F,Area,NA,4.a,2015-2019,1529,49.61,0.46,48.62,50.37,55.23,0.44,54.25,55.97,60.85,0.58,59.66,61.7,0.9,0.49
